datetime,rainfall,temp,humidity,pressure,label
2023-01-01 00:00:00,3.8224168582005342,28.743619424207182,71.92342683984188,1014.2768797039793,0
2023-01-01 01:00:00,9.574539728989112,28.32640727298388,79.0571517370866,1009.6262688107073,0
2023-01-01 02:00:00,3.296549889924646,25.533335625740968,77.0271325429567,1004.1668344852598,0
2023-01-01 03:00:00,0.9413794576207046,24.838263457696236,82.11342732548198,1015.9328499093131,0
2023-01-01 04:00:00,1.2149137073619474,28.912806680778424,58.27281178264876,1010.6733977976669,0
2023-01-01 05:00:00,1.7996612577948532,26.41445122047377,63.884855418770385,1009.1189453191432,0
2023-01-01 06:00:00,5.791004422294705,25.32344932422225,76.14292930981836,1007.0473106798039,0
2023-01-01 07:00:00,0.36984164301424544,28.26442740099753,77.09033485636932,1004.2440321847638,0
2023-01-01 08:00:00,3.29213978850422,27.74594678094805,61.62979151414895,1013.3624208991375,0
2023-01-01 09:00:00,5.042615817318634,29.101219787849985,65.9087555954687,1000.1996026713967,0
2023-01-01 10:00:00,1.1145745987774875,25.481151517914185,78.2897258948184,1014.1212472430816,0
2023-01-01 11:00:00,7.6896537224393215,29.6078585217107,69.47981129235257,1016.5986897214168,0
2023-01-01 12:00:00,1.063968266838633,27.358469642878585,82.33071689471106,1021.5735685869159,0
2023-01-01 13:00:00,3.4443892745537825,31.4018432778056,78.89722202101017,1000.7271160224261,0
2023-01-01 14:00:00,3.7096631815752423,27.91328436903996,72.803317062884,1013.506581385564,0
2023-01-01 15:00:00,1.7859428887652855,27.061160023571805,83.73932627233908,1016.5232658912379,0
2023-01-01 16:00:00,3.215891843797175,28.125477213810065,73.16198836634409,1017.4560226628525,0
2023-01-01 17:00:00,1.7488063986277296,28.26815669464519,81.41279349541367,1015.2114227743721,0
2023-01-01 18:00:00,2.728259989148081,23.632695426874697,68.13666139324633,996.6197464439869,0
2023-01-01 19:00:00,2.8459413638559607,28.555541070159023,56.770768162600895,1011.5265589615649,0
2023-01-01 20:00:00,2.841592401846384,29.559546139249267,82.48245413172037,1006.5170755330005,0
2023-01-01 21:00:00,1.8972556726707144,25.81666499231958,74.29781189271245,1014.5337439239072,0
2023-01-01 22:00:00,0.48616789157601337,27.614259978324647,66.69405816996257,1015.8234278122728,0
2023-01-01 23:00:00,5.545186261447356,28.207405342488844,71.8641334480931,1007.6605497339643,0
2023-01-02 00:00:00,1.7672492995176519,27.54336860592328,66.80106183527559,1020.1263646963251,0
2023-01-02 01:00:00,5.336737193366886,27.093541103383448,85.63921411643766,1012.1300232187609,0
2023-01-02 02:00:00,5.743460246569159,27.26551312641718,64.97744040336933,1008.1875159322154,0
2023-01-02 03:00:00,2.04461249737753,31.8559368628761,75.55868430316612,1013.691408041278,0
2023-01-02 04:00:00,5.334305393316762,27.772697255636263,62.797280233546346,1011.8653514998829,0
2023-01-02 05:00:00,1.6803322641546623,27.839653138711785,85.63852434864911,1016.4532225326479,0
2023-01-02 06:00:00,4.805994702764743,28.959245439622876,86.72081705323491,1006.8704396864492,0
2023-01-02 07:00:00,10.824992018107025,24.86475014000598,78.07398942584953,1005.8275203149003,1
2023-01-02 08:00:00,2.721548118107542,30.464897893094815,78.54859458990482,1017.3928688001683,0
2023-01-02 09:00:00,3.145149577666575,26.20468410962379,62.93506816459826,1015.5915845670495,0
2023-01-02 10:00:00,2.6309866889037887,27.990304019406555,70.65723359189381,1008.1891346921439,0
2023-01-02 11:00:00,0.4320030084635581,27.079779987381357,86.21062483910876,1011.5253429869987,0
2023-01-02 12:00:00,1.3853644212398737,26.75793377962878,67.84707900632363,1004.2837752293461,0
2023-01-02 13:00:00,1.6901217049951254,26.553877756520365,87.69538440292915,1009.4387615258887,0
2023-01-02 14:00:00,1.5713022008153321,27.475449602513287,66.6213314214387,1012.3209907863338,0
2023-01-02 15:00:00,6.498681324044186,28.879075825073986,71.62915878807097,1011.0315831071516,0
2023-01-02 16:00:00,6.135184489282375,28.5190682430883,77.23069333921238,1005.6418132720072,0
2023-01-02 17:00:00,1.2185618322742526,29.389330693965167,72.67787213256123,1010.2657603536021,0
2023-01-02 18:00:00,3.7629844373187944,25.742058059796328,81.86997836112842,1011.773987050101,0
2023-01-02 19:00:00,4.910587791884912,27.80705049416231,81.95991091130651,1010.3801766540886,0
2023-01-02 20:00:00,4.520889536916307,27.94122918111303,72.62581782326612,1006.2948001064753,0
2023-01-02 21:00:00,6.5211322228051065,27.82167118269688,88.61911350091007,1007.103975067533,0
2023-01-02 22:00:00,1.897274376911333,31.091481246796125,87.06226909237813,1000.2737604950833,0
2023-01-02 23:00:00,9.037793417936815,25.568906865505404,77.49155060728822,1009.2210581680087,0
2023-01-03 00:00:00,3.2467259971429154,28.781549213148768,63.891158593474096,1012.1461404558848,0
2023-01-03 01:00:00,3.051417880532753,26.309119931494113,61.33095563436744,1000.1911658998987,0
2023-01-03 02:00:00,3.20125564584889,32.30536207964899,60.36400406408576,1004.5219142504701,0
2023-01-03 03:00:00,2.3861095306645304,30.856907438342635,68.26846228957868,1011.4430415476548,0
2023-01-03 04:00:00,5.993383577274848,30.54412219602209,86.9158607891171,1014.6929363748798,0
2023-01-03 05:00:00,3.364929859855662,31.976934645176243,63.525852771112184,1003.5611286147233,0
2023-01-03 06:00:00,4.194828783175552,28.828794949950723,64.72770617823986,1010.8478781811453,0
2023-01-03 07:00:00,1.871880959044721,24.330225422616373,68.60124132933319,1008.2352055688827,0
2023-01-03 08:00:00,2.5105237189177445,29.192317287509105,83.76959575603296,1013.7472333716007,0
2023-01-03 09:00:00,10.302167887221419,27.936291441182874,77.5218558144148,1011.3826996641135,1
2023-01-03 10:00:00,3.6797848004097773,27.448660928807502,63.06629267998237,1003.4957727216996,0
2023-01-03 11:00:00,0.7903713397069979,27.77892586394724,51.94057292299634,1008.4457713331494,0
2023-01-03 12:00:00,3.930066723080427,25.17577000098541,90.29373795099657,1007.3027094272184,0
2023-01-03 13:00:00,3.511060043028056,28.17802415289623,68.28788335223422,1020.8328601552122,0
2023-01-03 14:00:00,1.3948282065342144,25.878385968767095,75.32243554752411,1008.0764030224354,0
2023-01-03 15:00:00,5.3801456580144755,28.888425650905347,75.17521315550145,1010.2603615226031,0
2023-01-03 16:00:00,2.5397623743247397,24.328520816158747,74.40225825652405,1004.7626447410142,0
2023-01-03 17:00:00,1.306609235077141,26.2872157513306,91.5329677582948,1009.3647655414202,0
2023-01-03 18:00:00,4.41798006243277,25.495339180714165,80.82968072339148,1018.4045106563947,0
2023-01-03 19:00:00,3.100545160922471,28.121748484153102,67.94868939266476,1007.0600106648502,0
2023-01-03 20:00:00,17.768685644113496,30.59710398504964,82.07630982910344,1003.9408848625183,1
2023-01-03 21:00:00,0.6491823223029404,27.284494828153687,81.81541695123018,1009.4092736621981,0
2023-01-03 22:00:00,7.937161871868099,30.00678463284501,70.64271050055103,1017.4735918657206,0
2023-01-03 23:00:00,4.463983472791939,28.004158944707928,63.46770937108402,1011.3157866644723,0
2023-01-04 00:00:00,2.767734134267838,26.80473410882685,71.26924662250916,1008.4851657579812,0
2023-01-04 01:00:00,3.3363033502988593,26.538315826543027,57.60402486678453,1005.3432425908502,0
2023-01-04 02:00:00,3.3722555056357484,32.38331863907358,79.04200049117013,1014.3832215591168,0
2023-01-04 03:00:00,0.38843607136409564,29.969823858919977,96.38738786609034,1014.9567089891398,0
